842,"In expl handling,          will never be buried.","Primer, Detonators, Charges, None of the above",B
843,When the Engr Bn or any of its elms are committed in an inf role it is divided into:,"A and B ech, A and F ech, B and F ech, B and C ech",C
844,After the initial aslt has clr the _________ engr units will begin rafting & br ops,"O-1 line, O-2 line, O-3 line",A
845,A dml which can be blown as soon as it is prep is called:,"Res dml, Prelim dml, Rd cratering, None of the above",B
846,Mines gen consists of:,"Firing mechanism, Detonator, Booster charge, All of the above",D
847,Minefd lane normally       yds wide.,"8, 50, 100, 20",A
848,The burning rate of one ft safety fuse is:,"15-20 sec, 20-27 Sec, 27-33 Sec, None of the above",C
849,The most common cause of accidental detonation are:,"Fire, Shock due to bursting of a HE proj close to the charge, Shock due to impact of solid proj, All of the above",D
850,The min length of safety fuze to be used for any dml will be:,"12”, 15”, 18”, None of the above",C
851,IEDs are constr with _____ basic components’.,"Three, Four, Five, Six",C
852,Aerial rope way is constr:,"Across the gap, Plain land, Desert, None of the above",A
853,"While siting camp, latrine and incinerators must be placed.","Down wind of the camp, Up wind of the camp, At slope, None of the above",A
854,Which one of the below is a type of indirect obsn:,"Visual obsn - by line of sight, RADAR, Laser sighting and ranging, None of the above",B
855,A Bomb Disposal team consists of:,"5 members, 6 members, 7 members, 8 members",B
856,"If the size of the charge is 5000-10000 lbs, the no of pts of detonation should be:","1, 2, 3, 4",B
857,"Denial or scorching the earth op, all fmns wk to a common plan which is coord at the top by:","Fmn comd, Op comd, E in C, None of the above",C
858,Example of counter mob func of Engrs are:,"Minefd laying, Deception, Constr of airfds, Laying of brs, None of the above",A
859,The process by which water is made drinkable also known as: ,"Sterilization, Clorification, Purification, Filtration",C
860,The party for building sandbag walls one man should fill ________ sandbag per hr.,"60, 70, 80, 90",D
861,When the boat mov towards the dir from which the wind blows is known as:,"Windward dir, Leeward dir, Angle dir, None of the above",A
862,A gp of tps with 36 ORs is normally emp to clr an 8 yd lane to a depth of: ,"80 yd, 100 yd, 120 yd, 150 yd",C
863,_________ minefds are areas of grd that are altered to give the same sign as a real minefd and thereby deceive the en.,"Def, barrier, Phony, Nuisance",C
864,Trip wire is normally used with       .,"Anti-tk mine, Anti pers mine, Anti veh or rd mine, River mine",B
865,Laying of deg mine fd is the responsibilities of:,"Inf, Engrs, Aslt pnr pl, None of the above",B
866,Dml Gd Comd is usually an        offr.,"Engr, Ord, Inf, None",C
867,"        Contains data for a locator, identifier or tracker that pt to a website or appl.",,QR code
868,        is a set of simple rules designed for speaking on the radio sets disclosing the min info to the en.,,Voice procedure
869,Inf def    and    should be primary means of comm.,,Line and radio relay
870,      is a category of software which aims to steal pers or org  info.,,Spyware
871,                 Is a sy measure designed to protect a comm sys against fraudulent tx.,,Authentication
872,Storing and accessing data and prog over the Internet instead of own computer is called __    .,,Cloud computing 
873,Freq rng of UHF is about     .,,300 MHz to 3 GHz
874,"In voice procedure, CB Rep is called       .",,Bajropat
875,Software that blocks unauth  access to a com or netwk while permitting auth comm is called     .,,Firewall
876,"In voice procedure, Comds at all levels are called   .",,Ameer
877,The sig comm link between a unit or HQ and its superior fmn is called        .,,Rear link
878,    describes software which is embodied in hardware.,,Firmware
879,"       is one of the simplest, most eff and most easily pro jamming sig.",,Spark
880,"In connection to radio wave tx, FM stands for   .",,Freq Modulation
881,,,
882,,,
883,,,
884,,,
885,,,
886,,,
887,,,
888,,,
889,,,
890,,,
891,,,
892,,,
893,,,
894,,,
895,,,
896,,,
897,,,
898,,,
899,,,
900,,,
901,,,
902,,,
903,,,
904,,,
905,,,
906,,,
907,,,
908,,,
909,,,
910,,,
911,,,
912,,,
913,,,
914,,,
915,,,
916,,,
917,,,
918,,,
919,,,
920,,,
921,,,
922,,,
923,,,
924,,,
925,,,
926,,,
927,,,
928,,,
929,,,
930,,,
931,,,
932,,,
933,,,
934,,,
935,,,
936,,,
937,,,
938,,,
939,,,
940,,,
941,,,
942,,,
943,,,
944,,,
945,,,
946,,,
947,,,
948,,,
949,,,
950,,,
951,,,
952,,,
953,,,
954,,,
955,,,
956,,,
957,,,
958,,,
959,,,
960,,,
961,,,
962,,,
963,,,
964,,,
965,,,
966,,,
967,,,
968,,,
969,,,
970,,,
971,,,
972,,,
973,,,
974,,,
975,,,
976,,,
977,,,
978,,,
979,,,
980,,,
981,,,
982,,,
983,,,
984,,,
985,,,
986,,,
987,,,
988,,,
989,,,
990,,,
991,,,
992,,,
993,,,
994,,,
995,,,
996,,,
997,,,
998,,,
999,,,
1000,,,
